temperature_c,humidity_percent,pressure_hpa,latitude,longitude,altitude_m,date,time_utc,satellites,fix
17.56,45.44,988.61,48.338712,18.087304,271.50,5.4.2026,17:36:34,12,YES
17.58,45.29,988.67,48.338635,18.087329,269.40,5.4.2026,17:36:40,12,YES
17.60,45.30,988.77,48.338589,18.087311,268.20,5.4.2026,17:36:44,12,YES
17.60,45.31,988.79,48.338532,18.087320,267.20,5.4.2026,17:36:50,12,YES
17.57,45.34,988.88,48.338484,18.087338,265.70,5.4.2026,17:36:54,12,YES
17.65,44.98,988.97,48.338416,18.087367,264.30,5.4.2026,17:37:00,12,YES
17.63,45.01,989.03,48.338376,18.087399,264.40,5.4.2026,17:37:04,12,YES
17.70,44.86,989.18,48.338305,18.087424,261.70,5.4.2026,17:37:10,12,YES
17.77,44.80,989.17,48.338256,18.087446,261.30,5.4.2026,17:37:14,12,YES
17.80,44.85,989.29,48.338183,18.087492,259.90,5.4.2026,17:37:20,12,YES
17.82,44.79,989.34,48.338135,18.087514,258.80,5.4.2026,17:37:24,12,YES
17.80,44.67,989.41,48.338060,18.087552,257.60,5.4.2026,17:37:30,12,YES
17.81,44.76,989.49,48.338012,18.087586,257.30,5.4.2026,17:37:34,12,YES
17.78,44.82,989.60,48.337939,18.087634,255.40,5.4.2026,17:37:40,12,YES
17.75,44.87,989.61,48.337891,18.087680,254.60,5.4.2026,17:37:44,12,YES
17.71,45.03,989.71,48.337833,18.087742,255.40,5.4.2026,17:37:50,12,YES
17.69,45.06,989.74,48.337794,18.087795,256.40,5.4.2026,17:37:54,12,YES
17.64,45.40,989.81,48.337731,18.087872,255.30,5.4.2026,17:38:00,12,YES
17.58,45.62,989.87,48.337696,18.087919,254.00,5.4.2026,17:38:04,12,YES
17.48,46.05,989.89,48.337645,18.088008,254.60,5.4.2026,17:38:10,11,YES
17.40,46.36,989.94,48.337620,18.088073,255.00,5.4.2026,17:38:14,12,YES
17.35,46.09,990.02,48.337579,18.088172,254.20,5.4.2026,17:38:20,12,YES
17.41,45.65,990.08,48.337553,18.088235,253.20,5.4.2026,17:38:24,12,YES
17.53,45.06,990.18,48.337509,18.088321,253.40,5.4.2026,17:38:30,12,YES
17.59,44.92,990.22,48.337482,18.088386,252.60,5.4.2026,17:38:34,12,YES
17.64,45.14,990.34,48.337439,18.088483,250.90,5.4.2026,17:38:40,12,YES
17.63,45.20,990.40,48.337412,18.088543,250.70,5.4.2026,17:38:44,12,YES
17.62,45.50,990.48,48.337372,18.088642,250.90,5.4.2026,17:38:50,12,YES
17.63,45.30,990.53,48.337338,18.088707,249.50,5.4.2026,17:38:54,12,YES
17.62,45.24,990.55,48.337285,18.088781,248.40,5.4.2026,17:39:00,12,YES
17.61,45.61,990.66,48.337240,18.088840,249.40,5.4.2026,17:39:04,12,YES
17.61,45.40,990.69,48.337163,18.088894,248.30,5.4.2026,17:39:10,12,YES
17.59,45.31,990.71,48.337113,18.088931,248.50,5.4.2026,17:39:14,12,YES
17.68,44.74,990.69,48.337034,18.088977,249.00,5.4.2026,17:39:20,12,YES
17.66,45.29,990.72,48.336984,18.089000,247.90,5.4.2026,17:39:24,12,YES
17.69,44.87,990.73,48.336907,18.089039,247.40,5.4.2026,17:39:30,12,YES
17.70,44.80,990.74,48.336858,18.089065,246.60,5.4.2026,17:39:34,12,YES
17.73,44.68,990.76,48.336788,18.089109,247.00,5.4.2026,17:39:40,12,YES
17.75,44.89,990.81,48.336744,18.089144,247.50,5.4.2026,17:39:44,12,YES
17.77,44.81,990.78,48.336682,18.089200,246.70,5.4.2026,17:39:50,12,YES
17.77,44.81,990.75,48.336635,18.089244,246.60,5.4.2026,17:39:54,12,YES
17.81,44.67,990.80,48.336576,18.089321,245.50,5.4.2026,17:40:00,12,YES
17.81,44.75,990.78,48.336536,18.089366,244.80,5.4.2026,17:40:04,12,YES
17.83,44.95,990.86,48.336480,18.089439,244.80,5.4.2026,17:40:10,12,YES
17.83,44.95,990.86,48.336441,18.089492,244.90,5.4.2026,17:40:14,12,YES
17.84,44.66,990.93,48.336377,18.089579,246.00,5.4.2026,17:40:20,12,YES
17.87,44.50,990.93,48.336334,18.089630,244.60,5.4.2026,17:40:24,12,YES
17.88,44.48,990.91,48.336262,18.089705,244.00,5.4.2026,17:40:30,12,YES
17.93,44.41,990.97,48.336204,18.089746,243.00,5.4.2026,17:40:34,12,YES
17.93,44.47,991.07,48.336128,18.089801,243.10,5.4.2026,17:40:40,12,YES
17.94,44.27,990.99,48.336081,18.089817,242.30,5.4.2026,17:40:44,12,YES
17.96,44.32,991.16,48.336021,18.089852,243.20,5.4.2026,17:40:50,12,YES
17.96,44.30,991.15,48.335964,18.089860,242.60,5.4.2026,17:40:54,12,YES
17.92,44.33,991.21,48.335878,18.089869,242.00,5.4.2026,17:41:00,12,YES
17.88,44.78,991.26,48.335825,18.089877,240.90,5.4.2026,17:41:04,12,YES
17.77,45.33,991.31,48.335742,18.089880,240.50,5.4.2026,17:41:10,12,YES
17.75,45.17,991.40,48.335693,18.089889,240.20,5.4.2026,17:41:14,12,YES
17.76,44.63,991.49,48.335618,18.089888,239.20,5.4.2026,17:41:20,12,YES
17.74,44.78,991.54,48.335571,18.089886,240.60,5.4.2026,17:41:24,12,YES
17.79,44.52,991.69,48.335495,18.089883,239.10,5.4.2026,17:41:30,12,YES
17.82,44.51,991.73,48.335448,18.089874,240.10,5.4.2026,17:41:34,12,YES
17.83,44.51,991.80,48.335364,18.089870,240.00,5.4.2026,17:41:40,12,YES
17.82,44.63,991.86,48.335307,18.089873,239.00,5.4.2026,17:41:44,12,YES
17.79,44.76,991.93,48.335228,18.089869,238.00,5.4.2026,17:41:50,12,YES
17.83,44.79,992.03,48.335157,18.089881,235.60,5.4.2026,17:41:54,12,YES
17.86,44.50,992.07,48.335083,18.089881,236.70,5.4.2026,17:42:00,12,YES
17.86,44.49,992.14,48.335030,18.089882,236.80,5.4.2026,17:42:04,12,YES
17.90,44.36,992.24,48.334953,18.089877,236.00,5.4.2026,17:42:10,12,YES
17.89,44.36,992.25,48.334895,18.089898,234.70,5.4.2026,17:42:14,12,YES
17.90,44.40,992.38,48.334809,18.089912,235.20,5.4.2026,17:42:20,12,YES
17.90,44.44,992.42,48.334762,18.089918,234.80,5.4.2026,17:42:24,12,YES
17.88,44.30,992.48,48.334689,18.089947,234.30,5.4.2026,17:42:30,12,YES
17.96,44.18,992.61,48.334645,18.089980,232.40,5.4.2026,17:42:34,12,YES
18.01,44.02,992.70,48.334578,18.090001,229.80,5.4.2026,17:42:40,12,YES
18.01,44.04,992.80,48.334527,18.090022,228.40,5.4.2026,17:42:44,12,YES
18.06,44.01,992.94,48.334449,18.090056,228.30,5.4.2026,17:42:50,12,YES
18.04,44.03,992.95,48.334392,18.090084,228.00,5.4.2026,17:42:54,12,YES
18.09,43.80,993.08,48.334324,18.090089,225.20,5.4.2026,17:43:00,12,YES
18.12,43.63,993.09,48.334274,18.090089,224.30,5.4.2026,17:43:04,12,YES
18.17,43.52,993.16,48.334195,18.090095,224.60,5.4.2026,17:43:10,12,YES
18.21,43.83,993.22,48.334143,18.090093,224.40,5.4.2026,17:43:14,12,YES
18.17,43.81,993.35,48.334074,18.090092,224.40,5.4.2026,17:43:20,12,YES
18.16,43.71,993.34,48.334031,18.090083,224.20,5.4.2026,17:43:24,12,YES
18.11,43.91,993.49,48.333962,18.090073,222.90,5.4.2026,17:43:30,12,YES
18.09,43.98,993.52,48.333915,18.090065,222.60,5.4.2026,17:43:34,12,YES
18.08,44.20,993.67,48.333840,18.090051,221.30,5.4.2026,17:43:40,12,YES
18.07,44.27,993.74,48.333796,18.090027,218.70,5.4.2026,17:43:44,12,YES
18.02,44.39,993.77,48.333733,18.090022,217.30,5.4.2026,17:43:50,12,YES
18.03,44.24,993.84,48.333691,18.090021,217.60,5.4.2026,17:43:54,12,YES
18.03,44.35,993.97,48.333626,18.089988,216.60,5.4.2026,17:44:00,12,YES
18.01,44.34,993.97,48.333591,18.089971,214.50,5.4.2026,17:44:04,12,YES
18.01,44.33,994.07,48.333509,18.089946,214.50,5.4.2026,17:44:10,12,YES
18.03,44.35,994.15,48.333457,18.089920,213.60,5.4.2026,17:44:14,12,YES
18.01,44.22,994.16,48.333388,18.089898,213.30,5.4.2026,17:44:20,12,YES
18.04,44.14,994.24,48.333335,18.089878,212.90,5.4.2026,17:44:24,12,YES
18.04,44.08,994.24,48.333256,18.089866,214.00,5.4.2026,17:44:30,12,YES
18.06,44.09,994.27,48.333207,18.089846,214.00,5.4.2026,17:44:34,7,YES
18.05,44.20,994.37,48.333107,18.089857,215.70,5.4.2026,17:44:40,12,YES
18.03,44.29,994.41,48.333066,18.089835,215.70,5.4.2026,17:44:44,12,YES
17.97,44.36,994.39,48.332999,18.089829,215.40,5.4.2026,17:44:50,12,YES
17.98,44.95,994.47,48.332941,18.089820,215.40,5.4.2026,17:44:54,12,YES
17.93,45.28,994.46,48.332868,18.089817,215.80,5.4.2026,17:45:00,12,YES
17.91,44.80,994.47,48.332818,18.089817,214.40,5.4.2026,17:45:04,12,YES
17.92,44.66,994.54,48.332741,18.089812,213.50,5.4.2026,17:45:10,12,YES
17.90,45.06,994.62,48.332698,18.089805,213.50,5.4.2026,17:45:14,12,YES
17.89,44.86,994.71,48.332619,18.089786,212.30,5.4.2026,17:45:20,12,YES
17.89,44.82,994.70,48.332561,18.089773,212.10,5.4.2026,17:45:24,12,YES
17.84,45.18,994.78,48.332491,18.089762,213.00,5.4.2026,17:45:30,12,YES
17.85,45.06,994.90,48.332433,18.089761,213.20,5.4.2026,17:45:34,12,YES
17.86,45.09,994.98,48.332356,18.089750,212.00,5.4.2026,17:45:40,12,YES
17.86,44.90,994.98,48.332298,18.089749,213.40,5.4.2026,17:45:44,12,YES
17.88,45.00,995.11,48.332223,18.089741,213.70,5.4.2026,17:45:50,12,YES
17.88,45.02,995.13,48.332167,18.089737,212.80,5.4.2026,17:45:54,12,YES
17.89,44.95,995.15,48.332085,18.089728,210.80,5.4.2026,17:46:00,12,YES
17.89,45.04,995.17,48.332038,18.089718,207.70,5.4.2026,17:46:04,12,YES
17.85,45.01,995.19,48.331958,18.089715,207.50,5.4.2026,17:46:10,12,YES
17.85,45.08,995.20,48.331900,18.089713,207.20,5.4.2026,17:46:14,12,YES
17.82,45.16,995.27,48.331820,18.089704,204.60,5.4.2026,17:46:20,12,YES
17.80,45.40,995.31,48.331766,18.089702,205.20,5.4.2026,17:46:24,12,YES
17.79,45.39,995.40,48.331676,18.089693,205.40,5.4.2026,17:46:30,12,YES
17.77,45.41,995.41,48.331623,18.089683,204.60,5.4.2026,17:46:34,12,YES
17.72,45.66,995.48,48.331543,18.089677,204.10,5.4.2026,17:46:40,12,YES
17.75,45.30,995.54,48.331491,18.089667,204.40,5.4.2026,17:46:44,12,YES
17.77,44.99,995.58,48.331414,18.089668,205.10,5.4.2026,17:46:50,12,YES
17.81,44.83,995.65,48.331370,18.089662,205.70,5.4.2026,17:46:54,12,YES
17.87,44.65,995.76,48.331299,18.089656,205.80,5.4.2026,17:47:00,12,YES
17.86,44.68,995.79,48.331246,18.089651,204.60,5.4.2026,17:47:04,12,YES
17.88,44.96,995.90,48.331173,18.089641,204.10,5.4.2026,17:47:10,12,YES
17.91,44.81,995.95,48.331127,18.089640,203.20,5.4.2026,17:47:14,12,YES
17.92,44.71,995.98,48.331052,18.089638,202.00,5.4.2026,17:47:20,12,YES
17.94,44.61,996.07,48.331003,18.089636,201.90,5.4.2026,17:47:24,12,YES
17.95,44.56,996.14,48.330922,18.089612,200.30,5.4.2026,17:47:30,12,YES
17.93,44.75,996.14,48.330864,18.089611,200.20,5.4.2026,17:47:34,12,YES
17.93,44.90,996.25,48.330788,18.089604,200.50,5.4.2026,17:47:40,12,YES
17.92,44.86,996.27,48.330744,18.089601,201.40,5.4.2026,17:47:44,12,YES
17.84,44.93,996.27,48.330668,18.089601,200.60,5.4.2026,17:47:50,12,YES
17.94,44.96,996.46,48.330619,18.089593,200.30,5.4.2026,17:47:54,12,YES
17.93,44.88,996.54,48.330553,18.089582,199.60,5.4.2026,17:48:00,12,YES
17.94,44.86,996.61,48.330497,18.089575,198.80,5.4.2026,17:48:04,12,YES
17.96,44.68,996.72,48.330427,18.089578,194.90,5.4.2026,17:48:10,12,YES
17.98,44.62,996.75,48.330372,18.089570,194.90,5.4.2026,17:48:14,12,YES
17.98,44.83,996.88,48.330288,18.089560,195.30,5.4.2026,17:48:20,12,YES
17.95,44.91,996.94,48.330217,18.089545,195.30,5.4.2026,17:48:24,12,YES
17.93,44.82,997.00,48.330129,18.089535,194.90,5.4.2026,17:48:30,12,YES
17.94,44.76,997.05,48.330073,18.089524,194.50,5.4.2026,17:48:34,12,YES
17.94,44.72,997.13,48.329996,18.089523,193.70,5.4.2026,17:48:40,12,YES
17.95,44.56,997.18,48.329944,18.089513,194.20,5.4.2026,17:48:44,12,YES
17.99,44.61,997.25,48.329858,18.089514,193.30,5.4.2026,17:48:50,12,YES
18.00,44.96,997.27,48.329805,18.089505,192.00,5.4.2026,17:48:54,12,YES
18.02,44.78,997.39,48.329715,18.089503,191.60,5.4.2026,17:49:00,12,YES
18.03,44.57,997.41,48.329671,18.089501,189.90,5.4.2026,17:49:04,12,YES
17.99,44.59,997.47,48.329602,18.089500,189.40,5.4.2026,17:49:10,12,YES
18.02,44.35,997.49,48.329544,18.089499,189.80,5.4.2026,17:49:14,12,YES
18.04,45.28,997.56,48.329471,18.089495,189.90,5.4.2026,17:49:20,12,YES
17.99,45.17,997.56,48.329429,18.089494,189.70,5.4.2026,17:49:24,12,YES
18.01,45.51,997.64,48.329357,18.089494,188.90,5.4.2026,17:49:30,12,YES
17.99,45.37,997.75,48.329307,18.089491,188.10,5.4.2026,17:49:34,12,YES
17.91,45.25,997.74,48.329232,18.089480,187.40,5.4.2026,17:49:40,12,YES
17.89,45.24,997.78,48.329179,18.089477,187.60,5.4.2026,17:49:44,12,YES
17.84,45.46,997.85,48.329108,18.089471,186.80,5.4.2026,17:49:50,12,YES
17.82,45.50,997.90,48.329055,18.089452,186.50,5.4.2026,17:49:54,12,YES
17.83,45.50,997.99,48.328979,18.089434,186.00,5.4.2026,17:50:00,12,YES
17.82,45.55,998.04,48.328932,18.089423,185.00,5.4.2026,17:50:04,12,YES
17.83,45.12,998.10,48.328858,18.089401,184.20,5.4.2026,17:50:10,12,YES
17.86,45.11,998.19,48.328809,18.089387,184.60,5.4.2026,17:50:14,12,YES
17.85,45.25,998.21,48.328736,18.089372,184.10,5.4.2026,17:50:20,12,YES
17.87,45.19,998.24,48.328681,18.089357,184.00,5.4.2026,17:50:24,12,YES
17.92,44.93,998.33,48.328600,18.089330,182.60,5.4.2026,17:50:30,12,YES
17.92,44.94,998.35,48.328549,18.089318,182.10,5.4.2026,17:50:34,12,YES
17.95,44.74,998.44,48.328479,18.089292,182.00,5.4.2026,17:50:40,12,YES
17.97,44.74,998.47,48.328432,18.089280,180.80,5.4.2026,17:50:44,12,YES
17.94,44.93,998.47,48.328348,18.089254,181.30,5.4.2026,17:50:50,12,YES
17.94,44.97,998.55,48.328294,18.089239,180.70,5.4.2026,17:50:54,12,YES
17.94,44.87,998.64,48.328217,18.089212,179.30,5.4.2026,17:51:00,12,YES
17.93,45.05,998.65,48.328163,18.089199,179.20,5.4.2026,17:51:04,12,YES
17.94,44.79,998.69,48.328086,18.089182,178.90,5.4.2026,17:51:10,12,YES
17.98,44.59,998.68,48.328037,18.089173,179.60,5.4.2026,17:51:14,12,YES
18.02,44.46,998.79,48.327977,18.089151,180.00,5.4.2026,17:51:20,12,YES
18.05,44.63,998.82,48.327934,18.089155,178.60,5.4.2026,17:51:24,12,YES
18.04,44.77,998.86,48.327865,18.089140,178.30,5.4.2026,17:51:30,12,YES
18.01,44.69,998.92,48.327816,18.089122,177.80,5.4.2026,17:51:34,12,YES
18.05,44.56,998.97,48.327746,18.089100,176.70,5.4.2026,17:51:40,12,YES
18.07,44.48,999.03,48.327699,18.089088,176.50,5.4.2026,17:51:44,12,YES
18.08,44.54,999.09,48.327625,18.089067,176.10,5.4.2026,17:51:50,12,YES
18.07,44.62,999.16,48.327572,18.089040,176.80,5.4.2026,17:51:54,12,YES
18.03,44.69,999.17,48.327485,18.089015,175.70,5.4.2026,17:52:00,12,YES
18.04,44.77,999.30,48.327435,18.089001,175.80,5.4.2026,17:52:04,12,YES
18.03,44.85,999.34,48.327373,18.088985,175.10,5.4.2026,17:52:10,12,YES
18.01,44.75,999.36,48.327325,18.088974,172.50,5.4.2026,17:52:14,12,YES
18.03,44.75,999.44,48.327246,18.088955,174.00,5.4.2026,17:52:20,12,YES
18.05,44.60,999.52,48.327190,18.088943,174.20,5.4.2026,17:52:24,12,YES
18.06,44.48,999.55,48.327109,18.088916,174.90,5.4.2026,17:52:30,12,YES
18.09,44.39,999.66,48.327060,18.088889,172.30,5.4.2026,17:52:34,12,YES
18.06,44.67,999.71,48.326990,18.088865,168.50,5.4.2026,17:52:40,12,YES
18.04,44.64,999.73,48.326928,18.088839,170.10,5.4.2026,17:52:44,12,YES
18.04,44.73,999.81,48.326846,18.088811,169.40,5.4.2026,17:52:50,12,YES
18.06,44.67,999.83,48.326794,18.088784,169.00,5.4.2026,17:52:54,12,YES
18.06,44.61,999.85,48.326715,18.088756,169.10,5.4.2026,17:53:00,12,YES
18.11,44.52,999.91,48.326660,18.088729,167.90,5.4.2026,17:53:04,12,YES
18.09,44.66,999.97,48.326574,18.088696,167.70,5.4.2026,17:53:10,12,YES
18.06,44.75,999.99,48.326526,18.088670,166.50,5.4.2026,17:53:14,11,YES
18.03,44.79,1000.11,48.326448,18.088629,166.40,5.4.2026,17:53:20,12,YES
18.04,44.86,1000.15,48.326400,18.088594,165.80,5.4.2026,17:53:24,12,YES
18.01,45.00,1000.22,48.326317,18.088550,165.40,5.4.2026,17:53:30,12,YES
18.00,44.94,1000.29,48.326273,18.088532,162.40,5.4.2026,17:53:34,12,YES
17.98,45.07,1000.39,48.326188,18.088501,162.70,5.4.2026,17:53:40,12,YES
18.01,44.78,1000.44,48.326137,18.088477,162.60,5.4.2026,17:53:44,12,YES
18.01,44.70,1000.43,48.326055,18.088448,163.20,5.4.2026,17:53:50,12,YES
18.04,44.71,1000.52,48.326009,18.088445,162.40,5.4.2026,17:53:54,12,YES
18.08,44.63,1000.62,48.325949,18.088425,159.90,5.4.2026,17:54:00,12,YES
18.09,44.56,1000.68,48.325915,18.088413,159.20,5.4.2026,17:54:04,12,YES
18.08,44.68,1000.74,48.325864,18.088400,159.60,5.4.2026,17:54:10,12,YES
18.09,44.60,1000.82,48.325823,18.088359,160.10,5.4.2026,17:54:14,12,YES
18.09,44.61,1000.82,48.325760,18.088303,160.40,5.4.2026,17:54:20,12,YES
18.10,44.62,1000.87,48.325722,18.088332,161.40,5.4.2026,17:54:24,12,YES
18.11,44.70,1000.96,48.325674,18.088385,161.90,5.4.2026,17:54:30,12,YES
18.13,44.68,1001.02,48.325628,18.088442,162.30,5.4.2026,17:54:34,12,YES
18.16,44.47,1001.05,48.325573,18.088509,163.60,5.4.2026,17:54:40,12,YES
18.17,44.48,1001.12,48.325529,18.088555,163.30,5.4.2026,17:54:44,12,YES
18.20,44.45,1001.23,48.325459,18.088616,161.40,5.4.2026,17:54:50,12,YES
18.18,44.57,1001.23,48.325417,18.088669,161.00,5.4.2026,17:54:54,12,YES
18.21,44.35,1001.36,48.325349,18.088741,159.20,5.4.2026,17:55:00,12,YES
18.21,44.53,1001.40,48.325316,18.088778,157.90,5.4.2026,17:55:04,12,YES
18.23,44.47,1001.52,48.325263,18.088851,157.90,5.4.2026,17:55:10,12,YES
18.24,44.34,1001.52,48.325216,18.088906,157.10,5.4.2026,17:55:14,12,YES
18.22,44.33,1001.59,48.325156,18.088971,158.00,5.4.2026,17:55:20,12,YES
18.25,44.35,1001.65,48.325122,18.089021,157.90,5.4.2026,17:55:24,12,YES
18.25,44.29,1001.70,48.325052,18.089092,158.20,5.4.2026,17:55:30,12,YES
18.23,44.38,1001.71,48.325013,18.089144,157.90,5.4.2026,17:55:34,12,YES
18.23,44.41,1001.83,48.324946,18.089220,156.40,5.4.2026,17:55:40,12,YES
18.25,44.31,1001.86,48.324905,18.089273,155.20,5.4.2026,17:55:44,12,YES
18.21,44.50,1001.94,48.324847,18.089344,154.00,5.4.2026,17:55:50,12,YES
18.22,44.59,1001.98,48.324812,18.089378,152.80,5.4.2026,17:55:54,12,YES
18.19,44.65,1002.07,48.324749,18.089453,152.70,5.4.2026,17:56:00,12,YES
18.16,44.55,1002.03,48.324700,18.089508,152.70,5.4.2026,17:56:04,12,YES
18.17,44.76,1002.04,48.324644,18.089562,152.70,5.4.2026,17:56:10,12,YES
18.15,44.74,1002.06,48.324623,18.089589,150.70,5.4.2026,17:56:14,12,YES
18.17,44.70,1002.09,48.324580,18.089672,150.70,5.4.2026,17:56:20,12,YES
18.18,44.73,1002.11,48.324551,18.089720,150.70,5.4.2026,17:56:24,12,YES
18.19,44.38,1002.08,48.324496,18.089794,150.70,5.4.2026,17:56:30,12,YES
18.23,44.30,1002.13,48.324450,18.089857,150.70,5.4.2026,17:56:34,12,YES
18.24,44.26,1002.12,48.324391,18.089947,150.70,5.4.2026,17:56:40,12,YES
18.24,44.25,1002.14,48.324354,18.090004,147.70,5.4.2026,17:56:44,12,YES
18.27,44.29,1002.15,48.324300,18.090092,147.70,5.4.2026,17:56:50,12,YES
18.27,44.32,1002.18,48.324264,18.090152,147.70,5.4.2026,17:56:54,12,YES
18.27,44.38,1002.15,48.324217,18.090232,147.70,5.4.2026,17:57:00,12,YES
18.28,44.44,1002.20,48.324191,18.090285,147.70,5.4.2026,17:57:04,12,YES
18.25,44.63,1002.18,48.324165,18.090362,150.30,5.4.2026,17:57:10,10,YES
18.26,44.63,1002.21,48.324145,18.090394,150.30,5.4.2026,17:57:14,12,YES
18.24,44.60,1002.22,48.324110,18.090463,149.70,5.4.2026,17:57:20,12,YES
18.21,44.59,1002.15,48.324086,18.090527,149.70,5.4.2026,17:57:24,12,YES
18.23,44.56,1002.22,48.324056,18.090619,148.60,5.4.2026,17:57:30,12,YES
